genero,renda,dias_na_plataforma,cidade,compras_realizadas
M,101701,12.0,Tokyo,0
F,10823,12.0,London,4
F,206503,13.0,New York City,0
M,69198,70.0,San Francisco,3
M,29151,15.0,San Francisco,3
M,73754,44.0,New York City,0
M,56313,40.0,London,5
M,77781,58.0,London,2
F,41341,36.0,Miami,0
M,98594,30.0,San Francisco,0
F,278681,36.0,Miami,0
F,124581,20.0,San Francisco,0
F,110152,1.0,Miami,0
M,42064,27.0,San Francisco,1
M,178159,28.0,New York City,0
M,21170,56.0,Miami,3
M,85159,4.0,Miami,0
M,50784,0.0,Miami,1
M,238388,1.0,Miami,2
M,66734,22.0,Miami,3
M,104499,30.0,London,4
F,140,32.0,Miami,0
F,39616,17.0,San Francisco,2
F,43131,4.0,Tokyo,1
F,18781,3.0,London,5
M,52088,39.0,London,0
F,30392,8.0,Tokyo,0
M,52039,27.0,San Francisco,0
M,135179,45.0,San Francisco,0
M,44759,21.0,London,3
M,59145,1.0,London,4
M,8469,21.0,Miami,3
F,138237,4.0,London,1
F,128322,25.0,New York City,0
F,181496,35.0,Miami,1
F,3234,15.0,Miami,1
F,23278,4.0,Miami,2
F,53346,8.0,Tokyo,1
F,62385,92.0,Miami,1
M,49212,34.0,London,0
M,55353,43.0,San Francisco,3
F,62774,5.0,London,0
M,18770,1.0,London,1
M,20329,37.0,New York City,2
M,143215,29.0,New York City,0
F,57466,4.0,San Francisco,0
M,6322,31.0,San Francisco,0
F,87147,59.0,New York City,1
F,25353,19.0,New York City,0
F,173027,68.0,New York City,1
F,196489,47.0,Miami,0
M,3720,11.0,London,2
M,166727,7.0,San Francisco,3
F,66869,16.0,San Francisco,1
F,119474,46.0,Tokyo,0
M,72398,17.0,New York City,0
M,91557,3.0,New York City,1
M,151359,24.0,London,0
M,100250,12.0,New York City,5
F,15984,14.0,San Francisco,4
M,75819,33.0,London,2
M,94100,6.0,London,2
M,168826,8.0,New York City,2
M,4301,5.0,Miami,3
M,63762,42.0,Tokyo,0
M,68923,3.0,San Francisco,0
M,33363,14.0,Tokyo,2
M,95550,13.0,San Francisco,3
M,62969,44.0,San Francisco,0
F,46235,33.0,New York City,1
M,72340,33.0,New York City,1
M,3393,40.0,New York City,0
M,94196,19.0,New York City,1
M,149966,42.0,London,1
M,60677,33.0,Tokyo,2
F,47935,78.0,San Francisco,0
M,25005,45.0,Miami,0
M,147280,19.0,Tokyo,1
M,6812,5.0,New York City,0
M,1382,8.0,Miami,1
F,61512,61.0,New York City,0
M,138539,25.0,London,1
M,166679,8.0,London,2
M,153235,12.0,London,2
F,41145,70.0,San Francisco,0
M,7741,18.0,Miami,1
F,32956,38.0,New York City,1
F,204834,40.0,San Francisco,2
M,21199,41.0,New York City,0
F,168694,8.0,Tokyo,3
F,130964,55.0,New York City,3
F,188102,8.0,Tokyo,0
M,83697,11.0,New York City,2
M,137514,66.0,London,2
F,381,44.0,Miami,1
F,97007,13.0,London,1
M,82723,19.0,Miami,1
M,125379,14.0,New York City,0
M,15746,14.0,Miami,1
F,159742,33.0,Tokyo,2
F,39989,3.0,Miami,0
F,35034,20.0,Tokyo,0
F,12696,23.0,Miami,2
F,1962,8.0,Tokyo,0
M,1239,20.0,New York City,2
M,48655,29.0,Tokyo,1
F,102578,6.0,London,1
M,147250,21.0,London,0
M,88208,35.0,Tokyo,0
M,68887,33.0,London,0
F,1833,7.0,London,3
M,19614,3.0,Tokyo,0
F,128976,12.0,Tokyo,3
F,42073,3.0,Miami,4
M,30333,7.0,London,1
M,75382,35.0,San Francisco,2
M,52776,29.0,Miami,0
M,130757,37.0,London,2
F,44803,46.0,New York City,1
F,131042,1.0,New York City,0
M,26451,16.0,San Francisco,0
M,77469,57.0,Tokyo,0
F,55771,55.0,Tokyo,1
F,139770,20.0,New York City,2
M,81110,6.0,Miami,0
M,28805,22.0,London,0
M,23366,9.0,New York City,4
M,19001,25.0,London,4
F,50367,9.0,London,0
F,33624,31.0,Tokyo,3
F,159036,23.0,London,2
M,273899,10.0,New York City,0
F,47057,48.0,San Francisco,0
M,143583,2.0,San Francisco,0
F,57902,17.0,Tokyo,2
F,54689,2.0,London,4
F,26103,0.0,Miami,0
M,23977,2.0,San Francisco,0
F,27988,26.0,San Francisco,0
M,200472,21.0,San Francisco,4
F,87517,7.0,New York City,0
M,51834,50.0,London,0
M,9384,18.0,New York City,3
M,113263,0.0,London,0
F,25586,6.0,Miami,1
M,56191,75.0,Miami,2
F,18956,24.0,New York City,3
M,15512,46.0,Miami,2
F,142324,34.0,Miami,1
M,177505,34.0,New York City,1
M,50701,29.0,Tokyo,2
F,81455,6.0,Miami,1
F,166648,110.0,London,1
M,60252,32.0,San Francisco,1
F,156495,52.0,San Francisco,0
M,207238,6.0,Miami,3
F,247801,1.0,Tokyo,2
M,63709,1.0,London,1
F,5740,0.0,Tokyo,0
M,167416,5.0,London,1
F,43473,20.0,San Francisco,1
M,149143,36.0,Tokyo,0
F,75497,44.0,Miami,0
M,38090,29.0,Miami,1
F,21219,23.0,Tokyo,1
F,168002,10.0,New York City,0
F,139652,19.0,New York City,3
M,50891,4.0,London,1
F,27026,8.0,New York City,2
M,117782,2.0,Miami,0
M,71343,35.0,London,1
F,86248,3.0,Miami,2
M,1826,23.0,Tokyo,0
F,33973,6.0,Miami,0
M,21181,7.0,Tokyo,1
F,17553,74.0,Tokyo,0
F,46882,10.0,London,0
F,21691,28.0,Miami,2
F,86397,9.0,Tokyo,1
M,167774,34.0,London,0
F,113998,37.0,New York City,0
M,93677,30.0,New York City,2
F,58428,13.0,Miami,0
M,27677,9.0,New York City,1
M,34819,33.0,Miami,0
M,179218,8.0,Miami,1
M,73661,4.0,San Francisco,1
F,21784,33.0,San Francisco,1
M,15667,44.0,San Francisco,0
M,118982,32.0,Miami,2
M,152330,42.0,London,0
F,25527,0.0,Miami,0
F,16474,35.0,London,0
F,90478,1.0,Miami,0
F,274687,45.0,Tokyo,2
F,3809,17.0,Tokyo,0
F,27439,11.0,New York City,3
F,3448,1.0,Miami,0
F,98177,36.0,New York City,0
F,297725,73.0,London,2
F,31038,11.0,Tokyo,1
F,157473,14.0,London,1
M,52568,9.0,Miami,2
M,9024,2.0,Miami,0
M,130981,18.0,London,0
M,43864,37.0,San Francisco,0
M,27442,6.0,Miami,2
M,52931,64.0,Miami,1
F,81893,106.0,New York City,1
M,238418,57.0,Tokyo,0
F,18201,46.0,Tokyo,2
M,55417,12.0,London,1
F,68692,44.0,New York City,2
M,129275,12.0,San Francisco,1
F,67063,19.0,San Francisco,3
F,73488,36.0,Miami,4
M,127767,47.0,London,1
F,104840,29.0,San Francisco,0
F,114959,13.0,San Francisco,0
M,107775,14.0,New York City,1
M,51860,22.0,New York City,1
M,136959,39.0,New York City,1
F,93317,20.0,Miami,3
F,72923,14.0,Tokyo,3
F,108408,36.0,Miami,0
F,99781,31.0,New York City,0
M,18813,5.0,San Francisco,3
M,66838,11.0,Miami,0
M,328,23.0,Miami,2
F,8018,11.0,New York City,3
F,128716,0.0,San Francisco,0
M,200534,4.0,New York City,1
F,128113,24.0,San Francisco,0
F,132013,11.0,London,3
F,31145,5.0,Miami,3
M,3545,14.0,New York City,3
F,137388,1.0,New York City,1
F,11901,30.0,Miami,0
F,17284,19.0,New York City,0
M,79047,6.0,Tokyo,1
M,85195,7.0,Miami,1
F,20717,26.0,Miami,1
F,63597,8.0,New York City,0
M,25406,18.0,New York City,1
F,136677,5.0,Tokyo,1
F,170250,27.0,Miami,0
F,40836,68.0,New York City,1
F,165316,29.0,Miami,2
F,115453,14.0,London,2
M,152947,62.0,San Francisco,3
F,126925,11.0,Tokyo,0
M,44940,29.0,Tokyo,4
F,58827,28.0,Miami,1
F,48254,18.0,New York City,1
M,47405,18.0,Tokyo,1
M,120206,0.0,Tokyo,0
M,526,12.0,New York City,0
M,22932,111.0,London,1
F,180496,8.0,Tokyo,1
M,51324,1.0,Miami,0
F,53603,14.0,New York City,1
F,2835,2.0,San Francisco,4
M,96149,23.0,Tokyo,0
F,180734,4.0,New York City,0
M,37319,45.0,Tokyo,1
M,20843,6.0,Tokyo,1
M,235034,25.0,Miami,4
M,6315,20.0,San Francisco,0
M,225590,38.0,Tokyo,0
F,46494,69.0,Tokyo,2
M,6384,10.0,Tokyo,2
M,48682,6.0,San Francisco,1
M,19956,15.0,New York City,0
M,103312,41.0,London,2
M,105835,22.0,Miami,0
M,164090,35.0,San Francisco,0
M,77196,41.0,Tokyo,3
F,105772,33.0,Miami,0
M,45891,31.0,New York City,0
M,18862,6.0,London,0
M,31480,89.0,New York City,1
M,133176,5.0,New York City,3
M,130741,24.0,Miami,0
M,9224,40.0,London,2
F,21745,98.0,Tokyo,1
F,79170,28.0,San Francisco,1
F,23357,17.0,London,2
M,98862,2.0,Tokyo,1
M,48076,7.0,New York City,0
M,35271,25.0,London,2
F,152301,10.0,London,0
M,53585,15.0,New York City,0
M,21490,5.0,Miami,2
F,102575,27.0,San Francisco,1
F,73618,8.0,London,0
F,36624,81.0,London,0
M,74353,0.0,Tokyo,2
F,119104,9.0,Tokyo,1
F,17152,22.0,San Francisco,1
F,83947,30.0,San Francisco,0
F,151990,0.0,San Francisco,4
F,69057,48.0,New York City,2
F,73617,17.0,Miami,0
F,139320,5.0,Miami,1
F,53265,55.0,Tokyo,0
M,46895,15.0,San Francisco,0
F,34832,41.0,Miami,0
M,21561,3.0,London,3
F,115376,24.0,New York City,3
M,38285,3.0,Tokyo,0
M,51806,6.0,London,3
M,36323,24.0,London,1
F,45110,26.0,New York City,0
M,62115,38.0,Miami,1
M,294759,9.0,San Francisco,1
F,32577,4.0,Tokyo,0
M,86954,22.0,Tokyo,2
F,17833,10.0,Tokyo,1
F,73050,10.0,New York City,0
F,143343,38.0,Miami,0
F,18178,1.0,London,0
F,154491,32.0,New York City,0
M,131692,0.0,New York City,2
F,80184,7.0,San Francisco,1
F,30363,31.0,London,0
F,57395,38.0,London,1
M,57765,15.0,London,0
M,60171,27.0,Miami,3
M,159775,32.0,Tokyo,0
F,90243,50.0,San Francisco,0
M,51828,17.0,San Francisco,1
M,28605,29.0,San Francisco,0
F,170216,6.0,London,1
M,21736,17.0,New York City,2
F,30367,6.0,New York City,1
M,168900,16.0,London,0
M,133318,53.0,San Francisco,1
F,160767,37.0,London,0
F,41696,21.0,London,1
M,106201,8.0,London,2
F,3776,14.0,Miami,1
M,210893,0.0,San Francisco,1
M,5747,15.0,Miami,0
F,43331,14.0,London,1
F,1793,0.0,New York City,0
M,66989,17.0,San Francisco,1
M,165660,0.0,San Francisco,1
F,2814,19.0,London,0
M,74259,30.0,London,2
M,18767,32.0,San Francisco,0
F,117689,12.0,San Francisco,3
M,62750,20.0,New York City,0
M,9439,7.0,San Francisco,1
F,86726,24.0,San Francisco,0
F,28832,32.0,Tokyo,1
F,61004,5.0,San Francisco,0
F,99885,0.0,Miami,2
M,53854,31.0,New York City,1
F,140478,47.0,San Francisco,0
F,126047,14.0,San Francisco,0
M,108773,0.0,Tokyo,4
M,51826,1.0,London,4
F,84749,2.0,San Francisco,0
F,126332,89.0,Miami,0
F,147135,58.0,London,3
M,20022,20.0,Miami,1
M,37615,1.0,San Francisco,1
F,108625,55.0,Tokyo,0
M,90118,20.0,New York City,5
F,142647,44.0,New York City,0
F,167369,9.0,New York City,0
M,16613,10.0,Miami,2
F,196153,10.0,San Francisco,0
M,14618,9.0,Tokyo,0
M,50254,21.0,New York City,1
M,90754,10.0,Tokyo,0
M,67548,37.0,Miami,1
F,33514,3.0,London,2
F,226997,29.0,New York City,0
M,118621,24.0,Tokyo,0
M,172113,52.0,New York City,3
M,12519,26.0,New York City,2
F,73579,59.0,London,0
F,78373,60.0,Miami,0
M,189510,8.0,New York City,2
F,75546,7.0,San Francisco,0
F,48573,5.0,New York City,2
M,117493,27.0,Miami,3
M,153359,10.0,Tokyo,2
M,108371,68.0,Miami,0
M,82190,0.0,Miami,1
M,38423,12.0,Tokyo,2
F,54721,44.0,Miami,0
F,51273,33.0,New York City,0
M,11783,18.0,San Francisco,1
M,2364,14.0,Miami,1
M,99337,8.0,Tokyo,3
F,143460,27.0,New York City,0
M,62461,57.0,San Francisco,0
M,66017,12.0,London,3
F,11622,17.0,San Francisco,2
M,23703,12.0,San Francisco,1
F,101826,20.0,Tokyo,1
M,156943,24.0,London,2
F,167647,30.0,Miami,3
M,38615,3.0,Miami,3
F,153614,73.0,San Francisco,1
F,47125,49.0,Miami,0
F,14166,17.0,San Francisco,1
F,72512,31.0,San Francisco,2
F,33138,3.0,San Francisco,2
F,29693,15.0,New York City,1
M,25440,55.0,San Francisco,1
M,424,8.0,Miami,0
F,21519,45.0,Miami,1
F,60968,1.0,New York City,0
F,45474,29.0,Tokyo,1
M,82903,0.0,Tokyo,0
M,193804,25.0,Tokyo,0
F,15268,45.0,San Francisco,3
M,135496,82.0,Miami,1
M,29898,16.0,London,1
M,50645,33.0,Tokyo,3
M,113876,9.0,London,2
F,130967,19.0,New York City,3
M,55857,21.0,Miami,2
F,10859,11.0,New York City,0
M,58552,57.0,London,0
F,56586,7.0,New York City,0
M,29695,48.0,Tokyo,0
F,9055,3.0,San Francisco,0
M,34109,36.0,London,0
M,28073,42.0,London,1
M,27120,23.0,Tokyo,2
M,48717,28.0,San Francisco,0
M,32946,18.0,Miami,0
M,183371,77.0,San Francisco,2
F,43153,43.0,Miami,1
F,110412,8.0,London,4
M,25942,62.0,Tokyo,0
M,114391,75.0,London,0
M,180593,6.0,London,1
F,7884,29.0,Tokyo,2
F,95017,14.0,New York City,0
F,102923,58.0,London,0
M,146388,0.0,Miami,0
M,7446,67.0,London,1
F,2221,24.0,Tokyo,2
F,15007,2.0,Tokyo,1
M,68451,18.0,New York City,3
F,176008,37.0,New York City,1
M,24466,9.0,San Francisco,2
F,84369,80.0,London,0
M,140163,23.0,San Francisco,0
M,164858,32.0,San Francisco,0
M,58964,23.0,Miami,2
F,122881,3.0,London,2
M,107970,7.0,London,0
F,5572,0.0,Miami,0
F,157345,16.0,Tokyo,0
M,57752,25.0,San Francisco,0
M,13037,30.0,Tokyo,0
F,4846,9.0,San Francisco,1
M,79220,46.0,Tokyo,0
M,54059,23.0,London,1
M,128992,5.0,Miami,0
M,255158,38.0,Miami,3
M,133752,44.0,San Francisco,0
M,104586,13.0,Tokyo,0
F,153708,39.0,Miami,2
M,109512,16.0,New York City,2
M,51825,6.0,Miami,4
F,88769,1.0,London,1
M,4338,15.0,New York City,0
F,78425,7.0,Tokyo,0
M,86816,51.0,Tokyo,2
F,56088,27.0,Tokyo,2
F,14736,35.0,Tokyo,1
M,30576,36.0,Miami,1
M,27801,23.0,New York City,0
M,85727,30.0,Tokyo,1
F,85101,11.0,Miami,0
F,13934,41.0,Tokyo,1
F,259766,11.0,San Francisco,0
F,56498,20.0,New York City,2
F,54454,7.0,Tokyo,2
F,41242,9.0,Miami,1
F,216268,15.0,New York City,3
F,14614,52.0,Miami,0
F,48462,24.0,New York City,1
F,62322,16.0,San Francisco,0
M,104322,6.0,Tokyo,1
F,83343,38.0,Miami,1
F,88899,5.0,Miami,1
F,11716,17.0,Tokyo,1
M,27503,32.0,Miami,1
M,3205,15.0,New York City,1
F,38995,27.0,New York City,3
F,228237,7.0,San Francisco,2
F,170684,18.0,Tokyo,2
M,187838,5.0,Tokyo,1
F,101304,7.0,Tokyo,4
F,96133,20.0,Tokyo,2
F,14812,13.0,Miami,1
F,196885,13.0,Miami,2
M,132512,16.0,New York City,3
F,125944,4.0,London,1
F,152938,66.0,Tokyo,2
M,124761,27.0,Miami,3
M,109179,27.0,London,1
F,30970,67.0,Miami,1
M,92452,16.0,San Francisco,1
F,83915,40.0,Tokyo,2
M,43680,35.0,Miami,3
M,7179,47.0,Miami,2
M,26880,35.0,Miami,1
F,94258,19.0,San Francisco,1
M,5944,6.0,San Francisco,3
F,3528,22.0,New York City,1
M,10830,52.0,Miami,1
M,100456,28.0,London,0
M,86808,7.0,Tokyo,2
F,143542,38.0,Tokyo,0
M,29327,13.0,London,0
F,127641,57.0,New York City,0
M,22606,38.0,Miami,1
M,11782,20.0,New York City,0
F,72869,2.0,New York City,1
M,169678,65.0,London,1
F,173607,33.0,London,2
M,42498,17.0,Miami,1
M,189063,17.0,New York City,0
M,46974,1.0,Miami,3
F,109086,3.0,Tokyo,1
F,475,30.0,London,0
F,80002,15.0,London,0
M,228114,6.0,San Francisco,0
F,52603,8.0,New York City,0
F,209120,18.0,San Francisco,0
F,19094,40.0,Miami,0
F,15492,18.0,London,2
M,19433,6.0,New York City,2
M,21128,49.0,New York City,0
F,126707,28.0,London,0
M,102007,0.0,London,2
M,31106,10.0,Miami,1
F,43930,25.0,New York City,0
F,40410,16.0,San Francisco,0
M,29138,20.0,London,2
F,43015,7.0,New York City,1
M,68931,39.0,San Francisco,2
F,48906,29.0,San Francisco,0
F,113270,20.0,Miami,0
M,65732,10.0,Miami,3
F,73755,8.0,London,3
M,153306,11.0,Tokyo,1
F,175867,12.0,London,0
M,53003,39.0,New York City,1
F,131327,4.0,Miami,1
M,69953,18.0,San Francisco,1
M,45917,2.0,Tokyo,1
M,63901,21.0,Tokyo,0
F,105097,36.0,Miami,1
M,82225,17.0,San Francisco,2
F,65306,34.0,San Francisco,1
F,1282,43.0,London,0
M,125734,51.0,Tokyo,0
F,66568,37.0,Tokyo,1
F,59508,28.0,San Francisco,1
M,141858,16.0,Miami,1
F,149435,11.0,Miami,3
M,65554,51.0,London,1
F,148679,3.0,Miami,4
M,25766,15.0,New York City,0
M,1078,18.0,New York City,1
F,4895,28.0,San Francisco,0
F,39876,1.0,Miami,0
F,138135,80.0,Miami,2
M,68594,43.0,Miami,0
M,47475,25.0,London,0
F,48432,12.0,London,0
M,70298,4.0,London,0
F,40216,3.0,Tokyo,1
F,150668,0.0,London,3
M,29193,41.0,London,0
M,43053,40.0,Miami,1
M,144138,19.0,Miami,1
M,17588,2.0,Tokyo,0
M,82391,17.0,London,1
F,61789,7.0,Tokyo,3
F,3199,23.0,Tokyo,2
F,10417,40.0,Miami,0
F,18194,13.0,Miami,0
M,123521,29.0,Miami,0
M,698,29.0,Tokyo,1
M,86214,7.0,New York City,0
F,40641,7.0,London,1
M,39360,26.0,New York City,0
F,2064,56.0,New York City,2
F,14965,30.0,Miami,3
M,158739,22.0,New York City,1
F,51277,33.0,Tokyo,0
M,27385,28.0,Miami,1
M,24678,12.0,New York City,1
F,245611,20.0,Miami,1
F,29670,37.0,Tokyo,0
F,81945,20.0,San Francisco,2
F,105837,58.0,New York City,1
M,121420,33.0,San Francisco,1
F,89299,5.0,Tokyo,0
M,16553,28.0,Tokyo,0
F,3128,8.0,London,3
M,17885,32.0,San Francisco,1
M,128787,13.0,New York City,0
F,34297,41.0,San Francisco,1
M,14670,26.0,Tokyo,0
F,51604,27.0,London,0
M,50687,20.0,San Francisco,4
M,42718,44.0,London,0
F,53318,30.0,London,1
F,150876,17.0,Tokyo,1
M,15879,22.0,Miami,2
M,97829,21.0,Tokyo,1
M,139027,43.0,Miami,1
M,4318,16.0,San Francisco,2
M,100620,6.0,San Francisco,3
F,64005,38.0,Tokyo,1
M,49789,50.0,London,0
F,55163,51.0,Tokyo,1
F,94661,21.0,Tokyo,0
F,115024,14.0,Tokyo,1
M,1708,9.0,Miami,1
M,243029,63.0,New York City,0
M,30379,21.0,Tokyo,0
F,29638,25.0,New York City,0
F,84634,18.0,New York City,0
F,174973,28.0,New York City,2
M,129652,9.0,San Francisco,0
F,34226,20.0,New York City,0
F,45098,21.0,New York City,2
M,79534,1.0,London,4
F,82705,23.0,New York City,0
M,16469,17.0,Tokyo,1
M,199177,44.0,London,2
M,106881,14.0,New York City,0
M,130468,16.0,San Francisco,1
M,545,7.0,Tokyo,1
F,48814,5.0,London,4
F,87616,13.0,San Francisco,0
M,101810,25.0,Tokyo,0
F,122737,48.0,London,2
M,66759,12.0,New York City,6
M,91438,9.0,Tokyo,1
M,153027,35.0,London,1
F,96680,36.0,New York City,4
F,222544,12.0,Tokyo,1
M,25654,4.0,Miami,2
F,84497,23.0,London,0
F,16928,27.0,Tokyo,2
F,55826,57.0,San Francisco,2
M,54840,5.0,San Francisco,3
F,50338,4.0,New York City,1
M,72661,17.0,Miami,3
F,52595,42.0,London,2
M,68488,24.0,San Francisco,1
M,241984,24.0,San Francisco,1
F,17848,16.0,London,3
F,112874,26.0,London,1
M,26442,12.0,San Francisco,0
F,28340,27.0,Miami,3
M,10015,17.0,New York City,2
M,93030,15.0,Miami,0
M,31265,59.0,London,0
F,10119,68.0,San Francisco,0
F,22083,22.0,London,1
F,44071,17.0,San Francisco,2
M,76803,9.0,New York City,0
F,19592,9.0,Tokyo,0
M,141903,72.0,San Francisco,3
F,161397,44.0,Miami,1
F,18714,49.0,Tokyo,0
M,80651,8.0,San Francisco,3
M,60246,40.0,Tokyo,0
F,43528,41.0,New York City,0
F,38360,2.0,London,0
M,119284,20.0,San Francisco,1
M,42215,3.0,London,0
M,156541,15.0,Miami,0
F,65238,52.0,Miami,3
M,22581,4.0,Tokyo,0
F,338053,40.0,Miami,1
M,76803,11.0,New York City,2
M,230114,38.0,London,0
F,76629,23.0,Miami,2
M,1079,11.0,London,2
F,79508,43.0,Miami,0
F,80933,23.0,Tokyo,0
M,66420,28.0,New York City,2
F,109955,50.0,San Francisco,1
F,30521,36.0,New York City,0
F,13111,12.0,London,0
M,69399,9.0,San Francisco,2
F,146490,7.0,New York City,1
F,128356,0.0,New York City,0
M,67154,30.0,London,0
F,1557,1.0,London,0
M,106688,25.0,San Francisco,1
M,117774,9.0,Miami,3
M,6835,47.0,Miami,2
M,124947,38.0,Miami,0
F,95592,13.0,London,1
M,155599,17.0,London,0
M,153517,19.0,Tokyo,0
M,130216,9.0,New York City,0
F,39799,2.0,San Francisco,1
M,87124,4.0,Tokyo,0
F,30479,24.0,London,0
M,117881,10.0,San Francisco,0
F,79424,6.0,New York City,2
M,14190,11.0,Miami,1
F,134250,36.0,Tokyo,1
F,162782,39.0,New York City,0
M,94949,27.0,Tokyo,0
F,80130,57.0,Miami,2
F,9103,11.0,London,2
M,203546,36.0,San Francisco,2
F,107614,14.0,New York City,1
M,168065,7.0,London,1
M,100337,39.0,Miami,2
F,76445,1.0,New York City,1
M,12693,46.0,San Francisco,0
F,138266,30.0,Miami,0
M,9367,56.0,Miami,0
F,6819,19.0,London,0
F,184388,32.0,London,3
F,49180,10.0,Miami,1
F,5641,2.0,Miami,5
M,71885,76.0,London,1
F,73551,1.0,London,0
M,3859,26.0,Miami,0
M,177653,32.0,San Francisco,2
F,111381,21.0,Tokyo,2
F,36632,34.0,San Francisco,1
M,108493,50.0,New York City,0
F,146266,1.0,Tokyo,0
F,214311,46.0,Tokyo,0
M,54841,34.0,Tokyo,2
M,115790,59.0,Miami,3
F,120582,16.0,Tokyo,0
M,99623,67.0,London,2
M,32637,8.0,Tokyo,3
F,155296,37.0,Miami,3
M,25792,1.0,London,3
M,69931,34.0,New York City,0
F,52151,5.0,San Francisco,0
M,53268,56.0,Tokyo,0
M,234522,21.0,Miami,0
M,57536,51.0,New York City,2
F,51449,5.0,Miami,3
M,96078,43.0,London,1
F,184389,4.0,London,5
M,125808,17.0,London,1
F,26866,11.0,London,1
F,43571,69.0,Tokyo,1
M,66995,46.0,New York City,1
F,50093,6.0,Tokyo,2
F,65002,7.0,New York City,2
M,120567,3.0,London,4
F,103546,19.0,Tokyo,3
F,190006,0.0,New York City,0
F,29270,11.0,San Francisco,2
F,27374,7.0,Miami,0
F,31731,23.0,San Francisco,0
F,124581,9.0,London,3
F,60427,22.0,New York City,3
M,150891,13.0,Miami,0
F,125353,17.0,San Francisco,0
M,52819,40.0,Miami,0
M,190787,3.0,New York City,2
M,206400,0.0,San Francisco,4
M,26683,5.0,Miami,1
M,59683,22.0,New York City,0
M,97701,40.0,Tokyo,3
F,132389,4.0,San Francisco,1
M,4191,48.0,Tokyo,0
M,277639,32.0,London,0
M,76690,10.0,Tokyo,0
M,127776,8.0,Tokyo,0
M,19850,21.0,London,2
M,51912,79.0,San Francisco,2
F,37367,0.0,London,1
F,46286,27.0,London,3
F,69184,56.0,Tokyo,1
F,16799,28.0,London,5
F,96325,69.0,New York City,4
F,142638,7.0,San Francisco,4
F,39181,53.0,San Francisco,2
F,75847,8.0,Miami,1
M,17897,16.0,San Francisco,0
F,94983,8.0,Miami,1
M,47018,39.0,London,0
M,15121,69.0,Tokyo,0
M,843,23.0,Tokyo,2
F,38439,14.0,New York City,2
M,153190,8.0,New York City,0
M,58012,34.0,Tokyo,1
M,3397,22.0,Miami,0
M,146031,20.0,Tokyo,0
M,62524,45.0,Miami,1
M,52803,4.0,New York City,0
M,15423,5.0,San Francisco,0
F,133172,11.0,San Francisco,2
M,162262,30.0,San Francisco,2
F,27605,25.0,Miami,0
M,2589,41.0,San Francisco,0
M,13889,43.0,New York City,1
M,31174,34.0,Tokyo,1
M,36448,11.0,London,1
M,37875,25.0,London,0
F,105978,6.0,Miami,0
F,186278,34.0,Miami,0
F,59458,31.0,Tokyo,2
F,157871,32.0,New York City,0
F,119712,6.0,London,2
F,50787,27.0,Miami,0
M,24438,7.0,New York City,0
M,66782,61.0,Miami,2
M,22679,62.0,Miami,0
M,15249,9.0,San Francisco,0
F,3481,3.0,Tokyo,1
F,76369,3.0,New York City,1
M,126594,10.0,San Francisco,0
F,65597,4.0,New York City,3
F,53832,41.0,Miami,1
F,118614,5.0,New York City,1
F,47849,14.0,Tokyo,0
F,38517,3.0,Tokyo,2
F,25553,18.0,London,1
M,130215,19.0,New York City,0
F,159035,48.0,Tokyo,1
F,89862,81.0,New York City,4
F,39299,23.0,Tokyo,1
F,40052,27.0,Miami,1
F,16976,10.0,San Francisco,0
M,68037,9.0,Tokyo,2
F,127551,20.0,Miami,0
F,40554,0.0,New York City,0
F,107976,19.0,New York City,0
F,162806,10.0,San Francisco,3
F,79258,20.0,London,1
F,70782,31.0,Miami,1
F,60959,3.0,Tokyo,2
M,75587,31.0,London,2
M,30749,5.0,San Francisco,0
M,180384,34.0,Miami,0
F,84005,46.0,San Francisco,2
F,115194,45.0,Tokyo,0
M,7614,28.0,Tokyo,0
F,23469,25.0,Miami,0
F,127258,41.0,Miami,0
M,205428,59.0,London,0
M,2046,24.0,Miami,1
M,218987,18.0,New York City,2
F,122495,30.0,New York City,4
F,95089,12.0,New York City,0
M,13390,30.0,San Francisco,1
F,51259,32.0,New York City,0
F,67032,23.0,Miami,4
F,47415,8.0,Miami,1
M,185847,4.0,Miami,2
M,86479,0.0,Tokyo,1
M,103069,9.0,New York City,1
F,1854,0.0,Tokyo,2
M,70677,9.0,New York City,2
M,34530,21.0,New York City,0
F,31218,19.0,New York City,1
M,249395,15.0,New York City,1
F,8782,19.0,London,2
M,50039,86.0,Miami,3
M,40945,1.0,San Francisco,4
F,253195,14.0,London,1
F,10405,31.0,London,3
M,41539,42.0,London,3
F,236428,23.0,London,2
F,121985,27.0,San Francisco,1
F,24260,42.0,Miami,3
M,53948,28.0,San Francisco,1
F,166194,5.0,London,0
F,4732,9.0,Tokyo,1
F,80214,65.0,London,1
F,95207,3.0,San Francisco,4
F,8570,26.0,Miami,3
M,182755,32.0,New York City,2
F,40451,20.0,Miami,0
F,58909,28.0,Tokyo,3
M,147302,22.0,Miami,1
F,37732,12.0,London,0
M,170325,50.0,San Francisco,2
M,1868,38.0,London,0
M,49597,14.0,Tokyo,1
M,61606,16.0,Miami,2
M,100064,16.0,Tokyo,3
M,73143,18.0,San Francisco,1
F,307492,13.0,New York City,4
F,88637,33.0,New York City,0
M,85556,39.0,New York City,5
F,46782,9.0,London,0
F,4976,30.0,San Francisco,1
F,18236,0.0,Miami,1
M,19297,0.0,New York City,1
